1.000000000000000000e+01,9.999600000000000932e+01
2.000000000000000000e+01,9.995200000000001239e+01
3.000000000000000000e+01,9.951200000000000045e+01
4.000000000000000000e+01,9.863999999999995794e+01
5.000000000000000000e+01,9.665040000000003317e+01
6.000000000000000000e+01,9.359733333333333860e+01
7.000000000000000000e+01,9.037599999999999056e+01
8.000000000000000000e+01,8.621300000000000807e+01
9.000000000000000000e+01,8.213422222222226310e+01
1.000000000000000000e+02,7.817719999999999914e+01
1.100000000000000000e+02,7.466109090909090185e+01
1.200000000000000000e+02,7.135900000000000887e+01
1.300000000000000000e+02,6.787507692307691798e+01
1.400000000000000000e+02,6.567257142857143037e+01
1.500000000000000000e+02,6.250533333333332564e+01
1.600000000000000000e+02,5.980500000000000682e+01
1.700000000000000000e+02,5.692776470588236748e+01
1.800000000000000000e+02,5.480222222222222683e+01
1.900000000000000000e+02,5.318357894736841729e+01
2.000000000000000000e+02,5.082600000000000051e+01
